"date","material_no","ch3_ship_to_code","volume_units","actual_sales_value"
"2022-01-24","70158202","5520905","2448","47882.88"
"2022-03-20","70158202","5520905","1008","22599.36"
"2022-06-27","70158202","5520905","1776","51361.92"
"2022-08-01","70158202","5520905","192","5552.64"
"2021-01-20","70158202","5522323","3312","60278.4"
"2021-02-10","70158202","5522323","1056","19219.2"
"2021-02-17","70158202","5522323","528","9609.6"
"2021-03-24","70158202","5522323","2880","51897.6"
"2021-03-31","70158202","5522323","1584","28543.68"
"2021-04-14","70158202","5522323","528","9514.56"
"2021-05-19","70158202","5522323","1968","37234.56"
"2021-05-26","70158202","5522323","2112","39959.04"
"2021-07-14","70158202","5522323","528","9324.48"
"2021-07-21","70158202","5522323","2496","44079.36"
"2021-07-28","70158202","5522323","528","9324.48"
"2021-08-11","70158202","5522323","1056","18648.96"
"2021-08-18","70158202","5522323","528","9324.48"
"2021-09-25","70158202","5522323","2304","46264.32"
"2021-09-29","70158202","5522323","1584","31806.72"
"2021-10-13","70158202","5522323","528","10602.24"
"2021-10-20","70158202","5522323","528","10602.24"
"2021-10-27","70158202","5522323","528","10602.24"
"2021-11-17","70158202","5522323","528","10892.64"
"2021-11-24","70158202","5522323","864","23760"
"2021-12-01","70158202","5522323","1056","21785.28"
"2021-12-08","70158202","5522323","528","10892.64"
"2022-01-26","70158202","5522323","4608","90132.48"
"2022-02-02","70158202","5522323","528","10327.68"
"2022-02-16","70158202","5522323","528","10327.68"
"2022-03-09","70158202","5522323","528","15781.92"
"2022-04-12","70158202","5522323","528","11837.76"
"2022-04-27","70158202","5522323","528","11837.76"
"2022-05-04","70158202","5522323","528","11837.76"
"2022-06-01","70158202","5522323","528","18622.56"
"2022-06-15","70158202","5522323","528","15269.76"
"2022-06-29","70158202","5522323","1920","67718.4"
"2022-07-20","70158202","5522323","528","21304.8"
"2022-08-03","70158202","5522323","2832","81901.44"
"2021-01-20","70158202","5523164","10704","194812.8"
"2021-01-27","70158202","5523164","3168","57657.6"
"2021-02-17","70158202","5523164","1056","19219.2"
"2021-03-23","70158202","5523164","10128","182506.56"
"2021-03-24","70158202","5523164","1056","19029.12"
"2021-03-31","70158202","5523164","1584","28543.68"
"2021-04-14","70158202","5523164","2640","47572.8"
"2021-04-21","70158202","5523164","2112","38058.24"
"2021-04-28","70158202","5523164","528","9514.56"
"2021-05-19","70158202","5523164","11184","211601.28"
"2021-05-26","70158202","5523164","3696","69928.32"
"2021-06-23","70158202","5523164","528","9989.76"
"2021-07-03","70158202","5523164","1056","19979.52"
"2021-07-22","70158202","5523164","-1056","-19979.52"
"2021-07-28","70158202","5523164","4464","78834.24"
"2021-08-11","70158202","5523164","3696","65271.36"
"2021-08-18","70158202","5523164","1056","18648.96"
"2021-08-25","70158202","5523164","1056","18648.96"
"2021-09-01","70158202","5523164","528","9324.48"
"2021-09-08","70158202","5523164","1056","21774.72"
"2021-09-15","70158202","5523164","528","14520"
"2021-09-15","70158202","5523164","1584","31806.72"
"2021-09-22","70158202","5523164","9936","199514.88"
"2021-09-29","70158202","5523164","1584","31806.72"
"2021-10-13","70158202","5523164","2640","53011.2"
"2021-10-21","70158202","5523164","3696","74215.68"
"2021-11-24","70158202","5523164","10800","222804"
"2021-12-15","70158202","5523164","4752","98033.76"
"2021-12-22","70158202","5523164","1584","32677.92"
"2022-01-26","70158202","5523164","5760","112665.6"
"2022-02-02","70158202","5523164","1056","20655.36"
"2022-02-16","70158202","5523164","2112","41310.72"
"2022-02-23","70158202","5523164","1056","20655.36"
"2022-03-02","70158202","5523164","528","10327.68"
"2022-03-08","70158202","5523164","1584","47345.76"
"2022-03-23","70158202","5523164","4272","95778.24"
"2022-03-30","70158202","5523164","2112","47351.04"
"2022-05-11","70158202","5523164","528","18622.56"
"2022-05-18","70158202","5523164","528","18622.56"
"2022-05-25","70158202","5523164","528","18622.56"
"2022-06-01","70158202","5523164","528","18622.56"
"2022-06-08","70158202","5523164","1056","37245.12"
"2022-06-14","70158202","5523164","1056","30539.52"
"2022-06-22","70158202","5523164","1056","30539.52"
"2022-06-28","70158202","5523164","8736","252645.12"
"2022-07-05","70158202","5523164","1056","30539.52"
"2022-07-20","70158202","5523164","1584","55867.68"
"2022-08-03","70158202","5523164","1680","48585.6"
"2020-12-27","70158202","5523173","528","12809.28"
"2021-01-05","70158202","5523173","1056","25618.56"
"2021-01-19","70158202","5523173","5808","105705.6"
"2021-02-02","70158202","5523173","2640","48048"
"2021-02-16","70158202","5523173","528","9609.6"
"2021-02-23","70158202","5523173","528","9609.6"
"2021-03-24","70158202","5523173","4464","80441.28"
"2021-04-08","70158202","5523173","2640","47572.8"
"2021-04-14","70158202","5523173","528","9514.56"
"2021-04-20","70158202","5523173","3696","66601.92"
"2021-05-25","70158202","5523173","4272","80826.24"
"2021-06-01","70158202","5523173","4224","79918.08"
"2021-06-14","70158202","5523173","528","9989.76"
"2021-06-22","70158202","5523173","1584","29969.28"
"2021-06-29","70158202","5523173","1584","29969.28"
"2021-07-21","70158202","5523173","4512","79681.92"
"2021-07-27","70158202","5523173","1056","18648.96"
"2021-08-03","70158202","5523173","1584","27973.44"
"2021-08-09","70158202","5523173","2112","37297.92"
"2021-08-17","70158202","5523173","528","9324.48"
"2021-08-24","70158202","5523173","1584","27973.44"
"2021-09-21","70158202","5523173","6480","130118.4"
"2021-10-11","70158202","5523173","3168","63613.44"
"2021-10-20","70158202","5523173","4224","84817.92"
"2021-11-24","70158202","5523173","288","5941.44"
"2021-11-29","70158202","5523173","528","10892.64"
"2021-12-07","70158202","5523173","3168","65355.84"
"2021-12-15","70158202","5523173","1056","21785.28"
"2021-12-28","70158202","5523173","528","10892.64"
"2022-01-24","70158202","5523173","1056","20655.36"
"2022-01-31","70158202","5523173","2640","51638.4"
"2022-02-14","70158202","5523173","528","10327.68"
"2022-02-21","70158202","5523173","528","10327.68"
"2022-03-07","70158202","5523173","528","10327.68"
"2022-03-21","70158202","5523173","4368","97930.56"
"2022-04-04","70158202","5523173","528","11837.76"
"2022-05-16","70158202","5523173","528","18622.56"
"2022-05-22","70158202","5523173","528","18622.56"
"2022-05-29","70158202","5523173","528","18622.56"
"2022-06-05","70158202","5523173","528","18622.56"
"2022-06-13","70158202","5523173","1056","37245.12"
"2022-06-20","70158202","5523173","528","15269.76"
"2022-06-26","70158202","5523173","1584","55867.68"
"2022-06-26","70158202","5523173","3840","111052.8"
"2022-07-18","70158202","5523173","528","18622.56"
"2022-07-25","70158202","5523173","528","21304.8"
"2022-08-01","70158202","5523173","576","16657.92"
"2021-01-05","70158202","5524795","528","12809.28"
"2021-01-10","70158202","5524795","528","12809.28"
"2021-01-17","70158202","5524795","528","9609.6"
"2021-01-18","70158202","5524795","4080","74256"
"2021-01-31","70158202","5524795","1056","19219.2"
"2021-02-14","70158202","5524795","528","9609.6"
"2021-03-21","70158202","5524795","3744","67466.88"
"2021-03-28","70158202","5524795","1584","28543.68"
"2021-04-11","70158202","5524795","528","9514.56"
"2021-04-18","70158202","5524795","528","9514.56"
"2021-05-23","70158202","5524795","4512","85367.04"
"2021-06-20","70158202","5524795","528","9989.76"
"2021-06-27","70158202","5524795","528","9989.76"
"2021-07-11","70158202","5524795","528","10164"
"2021-07-18","70158202","5524795","3744","66119.04"
"2021-08-08","70158202","5524795","1056","18648.96"
"2021-08-15","70158202","5524795","1056","18648.96"
"2021-09-06","70158202","5524795","528","14520"
"2021-09-19","70158202","5524795","4224","84817.92"
"2021-10-10","70158202","5524795","528","10602.24"
"2021-10-17","70158202","5524795","528","10602.24"
"2021-11-14","70158202","5524795","1056","29040"
"2021-11-21","70158202","5524795","1680","46200"
"2021-11-28","70158202","5524795","1680","34658.4"
"2021-12-13","70158202","5524795","-1680","-46200"
"2021-12-15","70158202","5524795","528","10892.64"
"2022-01-09","70158202","5524795","528","10892.64"
"2022-01-16","70158202","5524795","1824","49558.08"
"2022-01-21","70158202","5524795","7344","143648.64"
"2022-03-11","70158202","5524795","528","15781.92"
"2022-04-15","70158202","5524795","528","11837.76"
"2022-04-29","70158202","5524795","528","11837.76"
"2022-05-13","70158202","5524795","528","18622.56"
"2022-06-18","70158202","5524795","528","15269.76"
"2022-06-24","70158202","5524795","3648","128664.96"
"2022-07-29","70158202","5524795","1248","36092.16"
"2020-12-28","70158202","5524967","1056","25618.56"
"2021-01-20","70158202","5524967","9648","175593.6"
"2021-01-30","70158202","5524967","3792","69014.4"
"2021-02-17","70158202","5524967","1056","19219.2"
"2021-02-24","70158202","5524967","1056","19219.2"
"2021-03-10","70158202","5524967","1056","25365.12"
"2021-03-22","70158202","5524967","10416","187696.32"
"2021-03-29","70158202","5524967","7008","126284.16"
"2021-03-31","70158202","5524967","1056","19029.12"
"2021-04-26","70158202","5524967","1056","19029.12"
"2021-04-28","70158202","5524967","1056","19029.12"
"2021-05-19","70158202","5524967","1056","19979.52"
"2021-05-20","70158202","5524967","9168","173458.56"
"2021-05-24","70158202","5524967","1056","19979.52"
"2021-05-26","70158202","5524967","7392","139856.64"
"2021-06-12","70158202","5524967","1056","19979.52"
"2021-06-21","70158202","5524967","1056","19979.52"
"2021-06-30","70158202","5524967","2640","49948.8"
"2021-07-21","70158202","5524967","9360","165297.6"
"2021-08-04","70158202","5524967","2112","37297.92"
"2021-08-09","70158202","5524967","1584","27973.44"
"2021-08-11","70158202","5524967","4224","74595.84"
"2021-08-16","70158202","5524967","1584","27973.44"
"2021-08-19","70158202","5524967","2112","37297.92"
"2021-08-23","70158202","5524967","528","9324.48"
"2021-08-25","70158202","5524967","2640","72600"
"2021-09-13","70158202","5524967","1056","29040"
"2021-09-15","70158202","5524967","1056","21204.48"
"2021-09-19","70158202","5524967","528","10602.24"
"2021-09-22","70158202","5524967","1584","31806.72"
"2021-09-27","70158202","5524967","10560","212044.8"
"2021-09-29","70158202","5524967","528","10602.24"
"2021-10-04","70158202","5524967","3696","74215.68"
"2021-10-11","70158202","5524967","528","10602.24"
"2021-10-13","70158202","5524967","2640","58206.72"
"2021-10-18","70158202","5524967","1584","31806.72"
"2021-10-21","70158202","5524967","3168","63613.44"
"2021-10-27","70158202","5524967","2112","42408.96"
"2021-11-10","70158202","5524967","528","14520"
"2021-11-15","70158202","5524967","528","14520"
"2021-11-17","70158202","5524967","528","10892.64"
"2021-11-24","70158202","5524967","4944","101994.72"
"2021-12-08","70158202","5524967","7392","168168"
"2021-12-15","70158202","5524967","3168","65355.84"
"2021-12-22","70158202","5524967","2112","43570.56"
"2021-12-27","70158202","5524967","1584","32677.92"
"2022-01-12","70158202","5524967","1584","43037.28"
"2022-01-24","70158202","5524967","1584","30983.04"
"2022-01-26","70158202","5524967","1056","20655.36"
"2022-01-31","70158202","5524967","6864","134259.84"
"2022-02-01","70158202","5524967","3696","72293.76"
"2022-02-21","70158202","5524967","528","10327.68"
"2022-02-23","70158202","5524967","1584","30983.04"
"2022-03-07","70158202","5524967","528","15781.92"
"2022-03-08","70158202","5524967","528","15781.92"
"2022-03-16","70158202","5524967","1248","37302.72"
"2022-03-23","70158202","5524967","2112","63127.68"
"2022-03-30","70158202","5524967","1056","31563.84"
"2022-04-06","70158202","5524967","1584","47345.76"
"2022-04-12","70158202","5524967","1056","31563.84"
"2022-04-18","70158202","5524967","528","15781.92"
"2022-04-20","70158202","5524967","2112","74490.24"
"2022-04-25","70158202","5524967","1056","10.56"
"2022-04-27","70158202","5524967","528","11837.76"
"2022-05-02","70158202","5524967","1056","15787.2"
"2022-05-08","70158202","5524967","1584","55867.68"
"2022-05-10","70158202","5524967","1056","37245.12"
"2022-05-16","70158202","5524967","1056","37245.12"
"2022-05-18","70158202","5524967","1056","37245.12"
"2022-05-25","70158202","5524967","1584","55867.68"
"2022-05-30","70158202","5524967","528","18622.56"
"2022-05-31","70158202","5524967","1056","37245.12"
"2022-06-06","70158202","5524967","528","18622.56"
"2022-06-08","70158202","5524967","1056","37245.12"
"2022-06-14","70158202","5524967","1056","30539.52"
"2022-06-15","70158202","5524967","1056","30539.52"
"2022-06-20","70158202","5524967","528","15269.76"
"2022-06-22","70158202","5524967","2112","61079.04"
"2022-06-26","70158202","5524967","12336","356757.12"
"2022-06-28","70158202","5524967","528","18622.56"
"2022-06-29","70158202","5524967","528","18622.56"
"2022-07-04","70158202","5524967","-528","-18622.56"
"2022-07-06","70158202","5524967","1056","37245.12"
"2022-07-11","70158202","5524967","1056","37245.12"
"2022-07-13","70158202","5524967","2640","93112.8"
"2022-07-25","70158202","5524967","960","27763.2"
"2022-08-03","70158202","5524967","3168","91618.56"
"2022-08-10","70158202","5524967","528","21304.8"
"2021-01-05","70158202","5525076","3696","89664.96"
"2021-01-18","70158202","5525076","10944","199180.8"
"2021-02-08","70158202","5525076","1056","19219.2"
"2021-02-19","70158202","5525076","528","9609.6"
"2021-03-24","70158202","5525076","8688","156557.76"
"2021-05-26","70158202","5525076","11184","211601.28"
"2021-06-04","70158202","5525076","5616","106254.72"
"2021-06-11","70158202","5525076","5616","106254.72"
"2021-09-04","70158202","5525076","10560","290400"
"2021-09-17","70158202","5525076","1056","29040"
"2021-10-29","70158202","5525076","2640","53011.2"
"2021-11-05","70158202","5525076","528","14520"
"2021-11-13","70158202","5525076","1584","43560"
"2021-11-19","70158202","5525076","1056","29040"
"2021-11-21","70158202","5525076","7056","194040"
"2021-11-27","70158202","5525076","3168","65355.84"
"2021-12-17","70158202","5525076","3168","65355.84"
"2021-12-24","70158202","5525076","3168","65355.84"
"2022-01-07","70158202","5525076","3168","65355.84"
"2022-01-28","70158202","5525076","9936","194348.16"
"2022-02-04","70158202","5525076","3168","61966.08"
"2022-02-18","70158202","5525076","3168","61966.08"
"2022-03-25","70158202","5525076","816","24390.24"
"2022-04-01","70158202","5525076","3168","71026.56"
"2022-04-29","70158202","5525076","3168","71026.56"
"2022-05-27","70158202","5525076","3168","111735.36"
"2022-06-24","70158202","5525076","3168","91618.56"
"2022-07-01","70158202","5525076","10416","301230.72"
"2022-07-08","70158202","5525076","6336","223470.72"
"2022-08-05","70158202","5525076","6768","195730.56"
"2021-01-19","70158202","5525164","7536","137155.2"
"2021-02-01","70158202","5525164","6336","115315.2"
"2021-02-08","70158202","5525164","3168","57657.6"
"2021-02-16","70158202","5525164","6336","115315.2"
"2021-03-23","70158202","5525164","8304","149638.08"
"2021-03-30","70158202","5525164","6336","114174.72"
"2021-04-14","70158202","5525164","6336","114174.72"
"2021-04-20","70158202","5525164","6336","114174.72"
"2021-04-27","70158202","5525164","3168","57087.36"
"2021-05-26","70158202","5525164","7968","150754.56"
"2021-06-08","70158202","5525164","3168","59938.56"
"2021-06-12","70158202","5525164","3168","59938.56"
"2021-06-22","70158202","5525164","3168","59938.56"
"2021-06-29","70158202","5525164","3168","59938.56"
"2021-07-20","70158202","5525164","11904","210224.64"
"2021-07-26","70158202","5525164","3168","55946.88"
"2021-08-09","70158202","5525164","6336","111893.76"
"2021-08-15","70158202","5525164","12672","223787.52"
"2021-08-24","70158202","5525164","3168","55946.88"
"2021-09-20","70158202","5525164","7872","158069.76"
